"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","Food Access",
"06","California","06059086601","Orange County, CA - 06059086601","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086601","Orange County, CA - 06059086601","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086602","Orange County, CA - 06059086602","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086602","Orange County, CA - 06059086602","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086701","Orange County, CA - 06059086701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086701","Orange County, CA - 06059086701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086702","Orange County, CA - 06059086702","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086702","Orange County, CA - 06059086702","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086801","Orange County, CA - 06059086801","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086801","Orange County, CA - 06059086801","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086802","Orange County, CA - 06059086802","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086802","Orange County, CA - 06059086802","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086803","Orange County, CA - 06059086803","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086803","Orange County, CA - 06059086803","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086901","Orange County, CA - 06059086901","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086901","Orange County, CA - 06059086901","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086902","Orange County, CA - 06059086902","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086902","Orange County, CA - 06059086902","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086903","Orange County, CA - 06059086903","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059086903","Orange County, CA - 06059086903","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087001","Orange County, CA - 06059087001","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087001","Orange County, CA - 06059087001","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087002","Orange County, CA - 06059087002","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087002","Orange County, CA - 06059087002","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087101","Orange County, CA - 06059087101","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087101","Orange County, CA - 06059087101","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087102","Orange County, CA - 06059087102","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087102","Orange County, CA - 06059087102","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087103","Orange County, CA - 06059087103","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087103","Orange County, CA - 06059087103","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087105","Orange County, CA - 06059087105","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087105","Orange County, CA - 06059087105","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087106","Orange County, CA - 06059087106","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087106","Orange County, CA - 06059087106","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087200","Orange County, CA - 06059087200","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087200","Orange County, CA - 06059087200","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087300","Orange County, CA - 06059087300","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087300","Orange County, CA - 06059087300","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087401","Orange County, CA - 06059087401","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087401","Orange County, CA - 06059087401","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087403","Orange County, CA - 06059087403","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087403","Orange County, CA - 06059087403","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087404","Orange County, CA - 06059087404","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087404","Orange County, CA - 06059087404","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087405","Orange County, CA - 06059087405","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087405","Orange County, CA - 06059087405","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087503","Orange County, CA - 06059087503","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087503","Orange County, CA - 06059087503","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087504","Orange County, CA - 06059087504","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087504","Orange County, CA - 06059087504","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087505","Orange County, CA - 06059087505","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087505","Orange County, CA - 06059087505","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087601","Orange County, CA - 06059087601","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087601","Orange County, CA - 06059087601","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087602","Orange County, CA - 06059087602","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087602","Orange County, CA - 06059087602","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087701","Orange County, CA - 06059087701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087701","Orange County, CA - 06059087701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087703","Orange County, CA - 06059087703","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087703","Orange County, CA - 06059087703","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087704","Orange County, CA - 06059087704","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087704","Orange County, CA - 06059087704","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087801","Orange County, CA - 06059087801","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087801","Orange County, CA - 06059087801","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087802","Orange County, CA - 06059087802","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087802","Orange County, CA - 06059087802","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087803","Orange County, CA - 06059087803","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087803","Orange County, CA - 06059087803","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087805","Orange County, CA - 06059087805","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087805","Orange County, CA - 06059087805","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087806","Orange County, CA - 06059087806","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087806","Orange County, CA - 06059087806","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087901","Orange County, CA - 06059087901","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087901","Orange County, CA - 06059087901","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087902","Orange County, CA - 06059087902","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059087902","Orange County, CA - 06059087902","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088001","Orange County, CA - 06059088001","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088001","Orange County, CA - 06059088001","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088002","Orange County, CA - 06059088002","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088002","Orange County, CA - 06059088002","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088101","Orange County, CA - 06059088101","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088101","Orange County, CA - 06059088101","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088104","Orange County, CA - 06059088104","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088104","Orange County, CA - 06059088104","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088105","Orange County, CA - 06059088105","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088105","Orange County, CA - 06059088105","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088106","Orange County, CA - 06059088106","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088106","Orange County, CA - 06059088106","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088107","Orange County, CA - 06059088107","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088107","Orange County, CA - 06059088107","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088201","Orange County, CA - 06059088201","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088201","Orange County, CA - 06059088201","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088202","Orange County, CA - 06059088202","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088202","Orange County, CA - 06059088202","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088203","Orange County, CA - 06059088203","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088203","Orange County, CA - 06059088203","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088301","Orange County, CA - 06059088301","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088301","Orange County, CA - 06059088301","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088302","Orange County, CA - 06059088302","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088302","Orange County, CA - 06059088302","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088401","Orange County, CA - 06059088401","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088401","Orange County, CA - 06059088401","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088402","Orange County, CA - 06059088402","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088402","Orange County, CA - 06059088402","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088403","Orange County, CA - 06059088403","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088403","Orange County, CA - 06059088403","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088501","Orange County, CA - 06059088501","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088501","Orange County, CA - 06059088501","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088502","Orange County, CA - 06059088502","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088502","Orange County, CA - 06059088502","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088601","Orange County, CA - 06059088601","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088601","Orange County, CA - 06059088601","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088602","Orange County, CA - 06059088602","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088602","Orange County, CA - 06059088602","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088701","Orange County, CA - 06059088701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088701","Orange County, CA - 06059088701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088702","Orange County, CA - 06059088702","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088702","Orange County, CA - 06059088702","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088801","Orange County, CA - 06059088801","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088801","Orange County, CA - 06059088801","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088802","Orange County, CA - 06059088802","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088802","Orange County, CA - 06059088802","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088901","Orange County, CA - 06059088901","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088901","Orange County, CA - 06059088901","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088902","Orange County, CA - 06059088902","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088902","Orange County, CA - 06059088902","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088903","Orange County, CA - 06059088903","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088903","Orange County, CA - 06059088903","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088904","Orange County, CA - 06059088904","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088904","Orange County, CA - 06059088904","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088905","Orange County, CA - 06059088905","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059088905","Orange County, CA - 06059088905","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089001","Orange County, CA - 06059089001","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089001","Orange County, CA - 06059089001","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089003","Orange County, CA - 06059089003","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089003","Orange County, CA - 06059089003","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089004","Orange County, CA - 06059089004","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089004","Orange County, CA - 06059089004","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089102","Orange County, CA - 06059089102","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089102","Orange County, CA - 06059089102","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089104","Orange County, CA - 06059089104","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089104","Orange County, CA - 06059089104","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089105","Orange County, CA - 06059089105","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089105","Orange County, CA - 06059089105","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089106","Orange County, CA - 06059089106","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089106","Orange County, CA - 06059089106","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089107","Orange County, CA - 06059089107","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059089107","Orange County, CA - 06059089107","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099202","Orange County, CA - 06059099202","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099202","Orange County, CA - 06059099202","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099203","Orange County, CA - 06059099203","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099203","Orange County, CA - 06059099203","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099204","Orange County, CA - 06059099204","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099204","Orange County, CA - 06059099204","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099212","Orange County, CA - 06059099212","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099212","Orange County, CA - 06059099212","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099214","Orange County, CA - 06059099214","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099214","Orange County, CA - 06059099214","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099215","Orange County, CA - 06059099215","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099215","Orange County, CA - 06059099215","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099216","Orange County, CA - 06059099216","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099216","Orange County, CA - 06059099216","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099217","Orange County, CA - 06059099217","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099217","Orange County, CA - 06059099217","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099220","Orange County, CA - 06059099220","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099220","Orange County, CA - 06059099220","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099222","Orange County, CA - 06059099222","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099222","Orange County, CA - 06059099222","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099223","Orange County, CA - 06059099223","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099223","Orange County, CA - 06059099223","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099224","Orange County, CA - 06059099224","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099224","Orange County, CA - 06059099224","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099225","Orange County, CA - 06059099225","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099225","Orange County, CA - 06059099225","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099226","Orange County, CA - 06059099226","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099226","Orange County, CA - 06059099226","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099227","Orange County, CA - 06059099227","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099227","Orange County, CA - 06059099227","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099229","Orange County, CA - 06059099229","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099229","Orange County, CA - 06059099229","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099230","Orange County, CA - 06059099230","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099230","Orange County, CA - 06059099230","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099231","Orange County, CA - 06059099231","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099231","Orange County, CA - 06059099231","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099232","Orange County, CA - 06059099232","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099232","Orange County, CA - 06059099232","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099233","Orange County, CA - 06059099233","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099233","Orange County, CA - 06059099233","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099234","Orange County, CA - 06059099234","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099234","Orange County, CA - 06059099234","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099235","Orange County, CA - 06059099235","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099235","Orange County, CA - 06059099235","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099237","Orange County, CA - 06059099237","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099237","Orange County, CA - 06059099237","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099238","Orange County, CA - 06059099238","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099238","Orange County, CA - 06059099238","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099239","Orange County, CA - 06059099239","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099239","Orange County, CA - 06059099239","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099240","Orange County, CA - 06059099240","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099240","Orange County, CA - 06059099240","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099241","Orange County, CA - 06059099241","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099241","Orange County, CA - 06059099241","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099242","Orange County, CA - 06059099242","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099242","Orange County, CA - 06059099242","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099243","Orange County, CA - 06059099243","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099243","Orange County, CA - 06059099243","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099244","Orange County, CA - 06059099244","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099244","Orange County, CA - 06059099244","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099245","Orange County, CA - 06059099245","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099245","Orange County, CA - 06059099245","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099246","Orange County, CA - 06059099246","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099246","Orange County, CA - 06059099246","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099247","Orange County, CA - 06059099247","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099247","Orange County, CA - 06059099247","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099248","Orange County, CA - 06059099248","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099248","Orange County, CA - 06059099248","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099249","Orange County, CA - 06059099249","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099249","Orange County, CA - 06059099249","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099250","Orange County, CA - 06059099250","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099250","Orange County, CA - 06059099250","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099251","Orange County, CA - 06059099251","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099251","Orange County, CA - 06059099251","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099305","Orange County, CA - 06059099305","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099305","Orange County, CA - 06059099305","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099306","Orange County, CA - 06059099306","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099306","Orange County, CA - 06059099306","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099307","Orange County, CA - 06059099307","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099307","Orange County, CA - 06059099307","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099308","Orange County, CA - 06059099308","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099308","Orange County, CA - 06059099308","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099309","Orange County, CA - 06059099309","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099309","Orange County, CA - 06059099309","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099310","Orange County, CA - 06059099310","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099310","Orange County, CA - 06059099310","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099311","Orange County, CA - 06059099311","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099311","Orange County, CA - 06059099311","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099402","Orange County, CA - 06059099402","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099402","Orange County, CA - 06059099402","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099404","Orange County, CA - 06059099404","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099404","Orange County, CA - 06059099404","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099405","Orange County, CA - 06059099405","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099405","Orange County, CA - 06059099405","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099406","Orange County, CA - 06059099406","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099406","Orange County, CA - 06059099406","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099407","Orange County, CA - 06059099407","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099407","Orange County, CA - 06059099407","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099408","Orange County, CA - 06059099408","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099408","Orange County, CA - 06059099408","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099410","Orange County, CA - 06059099410","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099410","Orange County, CA - 06059099410","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099411","Orange County, CA - 06059099411","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099411","Orange County, CA - 06059099411","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099412","Orange County, CA - 06059099412","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099412","Orange County, CA - 06059099412","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099413","Orange County, CA - 06059099413","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099413","Orange County, CA - 06059099413","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099415","Orange County, CA - 06059099415","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099415","Orange County, CA - 06059099415","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099416","Orange County, CA - 06059099416","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099416","Orange County, CA - 06059099416","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099417","Orange County, CA - 06059099417","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099417","Orange County, CA - 06059099417","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099502","Orange County, CA - 06059099502","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099502","Orange County, CA - 06059099502","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099504","Orange County, CA - 06059099504","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099504","Orange County, CA - 06059099504","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099506","Orange County, CA - 06059099506","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06059099506","Orange County, CA - 06059099506","2019","4.0","","Not Low Income, Low Access, Urban" (4),
